step_loss_train,step_loss_validation
1.0663092144837616,1.1141062410254228
1.035974513554404,1.1123261090956236
0.8798896198999797,1.0322019959750928
0.7850411432854673,0.8821008142672087
0.5897535043405303,0.7530902937838906
0.61399825477431,0.7796683985936014
0.5212593991705712,0.7524766741614592
0.5380846896070115,0.8039970382263786
0.538860559674865,0.7596996120716396
0.4574237019880444,0.7195217970170473
0.4542268216609955,0.7202037031713285
0.44273060602499237,0.7490897696269186
0.4404829945547361,0.7491383411382374
0.438038872700211,0.7759231791684502
0.448448694132744,0.6973805121685329
0.4325089006559223,0.7532101948010294
0.43701359798722234,0.7953988972463106
0.42469821891463394,0.7452918306777352
0.42638610578175135,0.740178213307732
0.42422096367846146,0.7472664329566454
0.42461290120655765,0.7438390756908216
0.42497495049280476,0.7427008355918684
0.42464026111237546,0.751049026062614
0.42413088594768067,0.7422512205023515
0.4225116899461611,0.7358470386580417
0.4224553320636141,0.7292414872269881
0.4231018175681432,0.717311691296728
0.4232287965979136,0.7233480332713378
0.42301023323485193,0.7243117595973768
0.42186508893121216,0.725149226816077
0.4211783251652481,0.7251810847144378
0.42244326402532295,0.7259620757479417
0.4227519819499753,0.7262146151379535
0.42275882950911287,0.7259904467745831
0.42244334909932835,0.7262152778474908
