step_loss_train,step_loss_validation
1.012796381462208,1.027395510868948
0.9081596422048521,0.9369736122303322
0.8413062153882543,0.8985839697181202
0.5036262346720192,0.6171082534750955
0.4891282326843537,0.5605888216710482
0.4715975814197265,0.5550058461603571
0.4586779082089033,0.5882975035026425
0.45592118042822877,0.572888586071671
0.44495581375093946,0.5673905757607006
0.4310447393824727,0.5621462053939944
0.427438040513178,0.5646952366731206
0.4250700073972554,0.5558186351275834
0.4259147421312584,0.5608305890052045
0.42251253608797845,0.5648256233969673
0.4206360799365375,0.5669231321479453
0.4203641997309218,0.552645677572391
0.41836116427529446,0.5634725266792735
0.41772695554708933,0.5607077772988648
0.41701844989151604,0.5619889293537765
0.41710969572230966,0.563457284208204
0.4168316140364278,0.5651667211876541
0.41624386409218883,0.5670003438582186
0.4167951414833816,0.5657737295647136
0.4161551190199147,0.5693895202191149
0.41625254395299816,0.5665281718871632
0.41601812397457766,0.5622092117051609
